submission_count,problem_solved,follower_count,max_rating,rating,rank_enc,contribution_abs,user_id_enc
107,79,8,316.8,245.986,1,0,3319
21,15,10,317.947,294.151,1,0,2742
1021,937,62,628.44,620.413,2,0,2800
1015,887,1117,580.849,510.034,0,101,1124
23,21,1,323.968,310.493,1,0,1191
458,408,38,449.541,424.885,3,0,1938
131,100,5,443.234,407.11,3,0,2314
41,31,20,382.454,353.211,3,0,2394
386,333,107,621.56,501.147,0,79,550
681,651,87,546.158,532.11,0,0,1252
5,3,1,323.968,302.752,1,0,156
69,58,7,393.062,393.062,3,0,2302
41,28,10,309.92,200.401,1,0,1447
113,95,7,314.22,89.163,1,0,3430
2540,2343,433,612.099,551.8919999999998,0,72,711
151,129,10,491.686,442.087,3,0,3067
230,214,15,368.693,349.19699999999995,3,0,3011
25,17,1,310.78,249.14,1,0,760
392,332,82,636.4680000000002,622.993,2,46,168
171,160,20,501.147,424.599,3,0,560
365,318,50,394.782,380.734,3,8,223
203,184,2,354.071,287.844,1,0,218
42,34,3,313.647,282.97,1,0,563
191,152,28,420.585,406.25,3,3,1812
944,879,737,588.589,545.872,0,103,688
99,57,1,370.7,277.236,1,0,2295
959,880,10,494.839,466.17,0,0,2352
16,10,1,314.22,214.163,1,0,1373
448,381,32,399.083,399.083,3,10,1902
354,341,14,386.755,386.755,3,0,2935
56,46,4,315.654,192.947,1,0,3209
51,42,2,397.649,397.649,3,0,256
517,450,89,343.75,343.463,3,0,206
73,59,4,371.846,335.722,3,0,1319
718,630,45,491.112,427.466,3,35,3185
89,75,15,392.489,392.489,3,0,207
1074,1039,129,459.576,454.702,3,0,992
97,89,44,531.5369999999998,502.294,0,0,2309
150,136,71,458.429,458.429,0,0,2877
290,290,2,432.626,432.626,3,0,2298
291,255,40,418.291,336.009,3,0,2629
40,27,7,332.569,279.817,1,0,524
147,136,1,322.534,279.243,1,0,3054
242,231,21,334.862,300.745,1,0,1316
25,22,19,340.8830000000001,309.633,1,0,966
15,5,1,305.046,229.931,1,0,1281
311,292,49,526.089,526.089,0,0,2988
782,712,556,510.321,468.463,0,7,2422
459,367,24,316.2270000000001,288.4170000000001,1,5,785
1108,1001,572,847.477,750.573,2,131,3388
488,451,83,496.273,470.757,0,8,731
229,163,25,307.339,200.688,1,0,2242
185,152,12,310.493,236.525,1,0,2404
458,438,32,402.236,391.628,3,0,14
1252,1108,991,613.5319999999998,512.615,0,133,85
575,476,37,314.22,250.0,1,0,2496
10,7,0,317.947,288.4170000000001,1,0,10
217,194,7,495.413,482.511,0,0,2114
213,189,21,404.24300000000005,387.041,3,0,2916
127,98,3,311.927,289.278,1,0,2526
858,811,12,413.704,393.349,3,0,1521
137,109,3,391.055,316.8,3,0,3392
71,52,7,304.759,253.44,1,0,790
341,294,70,514.622,477.064,0,0,1202
587,457,31,429.472,395.069,3,0,1418
195,180,0,449.255,403.67,3,0,533
268,231,70,478.4980000000001,474.771,0,0,914
239,179,0,305.619,226.778,1,0,3248
137,116,26,477.638,456.135,0,0,372
1698,1554,193,493.979,467.03,0,24,154
235,192,50,510.608,473.337,0,2,2775
749,682,87,459.002,437.5,3,0,2876
180,159,9,332.856,332.856,3,0,2393
198,160,48,462.156,462.156,0,2,1822
103,85,14,463.30300000000005,463.30300000000005,0,0,3365
327,273,36,524.369,502.007,0,0,171
287,255,36,311.64,264.048,1,1,1022
7,5,0,327.982,276.95,1,0,1625
39,17,1,338.589,118.693,1,0,70
199,168,32,407.11,362.959,3,0,730
96,84,3,326.261,253.727,1,0,1756
392,373,19,368.693,352.064,3,0,1877
7,3,0,325.975,325.975,3,0,1255
132,100,14,520.069,473.05,0,29,1871
170,144,2,367.259,337.4430000000001,3,0,2964
253,217,24,311.067,214.736,1,0,282
1578,1562,659,819.954,771.502,2,79,2534
11,9,2,313.933,291.858,1,0,2816
1178,1118,322,559.92,495.986,0,61,746
2,0,0,304.186,304.186,1,0,2027
450,387,138,452.982,416.858,3,0,3566
94,90,10,308.486,163.704,1,0,2345
1345,1257,83,570.241,505.734,0,0,1494
733,659,154,545.585,515.482,0,10,2938
206,192,28,305.906,151.376,1,0,1627
35,22,7,305.046,176.31900000000005,1,0,3519
43,24,4,325.975,297.018,1,0,2660
263,205,127,555.3330000000002,540.424,0,10,3229
166,134,32,334.0019999999999,252.867,1,0,595
228,209,26,352.064,352.064,3,0,3172
449,424,87,384.174,384.174,3,7,959
515,482,4,380.447,341.456,3,1,2441
244,225,10,447.821,432.913,3,0,1735
25,17,1,346.33,303.612,1,0,3538
5,2,1,315.94,315.94,3,0,670
8,5,1,325.115,261.468,1,0,3189
59,37,2,313.36,198.681,1,1,2999
189,168,8,372.706,364.679,3,0,352
64,49,6,304.759,207.569,1,0,1518
663,601,74,327.695,303.326,1,0,1060
981,909,198,527.236,475.631,0,36,3502
93,76,6,307.053,198.108,1,0,2154
32,21,7,305.906,285.55,1,0,1920
159,112,48,314.507,289.564,1,0,1114
403,353,78,456.135,415.424,3,4,1246
16,12,0,314.507,223.911,1,0,2494
92,83,3,435.206,411.411,3,0,3275
44,40,0,329.1280000000001,316.2270000000001,3,0,989
20,16,2,320.528,320.528,3,0,1954
33,30,1,305.619,261.181,1,0,211
148,122,6,314.22,300.459,1,0,3221
51,40,1,307.339,201.835,1,0,799
86,54,0,323.108,242.546,1,0,300
48,35,7,324.541,263.475,1,0,216
964,889,192,432.05300000000005,399.083,3,11,394
80,66,6,337.4430000000001,337.4430000000001,3,0,3236
80,73,20,327.695,318.521,3,0,576
119,110,16,521.502,513.475,0,0,2939
85,64,10,315.94,283.83,1,0,2449
672,618,16,460.149,423.739,3,2,2982
311,262,7,401.663,381.881,3,1,2908
210,186,10,376.43300000000005,376.43300000000005,3,0,546
108,84,2,310.493,183.773,1,0,2520
346,316,61,466.74300000000005,448.108,3,7,3570
254,246,40,483.945,456.422,0,0,1225
173,157,57,399.369,382.167,3,0,2329
513,489,55,389.048,347.477,3,0,3426
4,3,0,304.186,304.186,1,0,2443
132,100,1,311.64,252.58,1,0,433
43,33,4,326.548,285.55,1,0,3162
585,522,43,346.904,346.904,3,1,742
7,2,0,304.186,274.943,1,0,2698
49,24,12,321.388,292.718,1,0,3366
13,12,0,370.7,357.798,3,0,1188
274,246,135,516.915,482.511,0,17,3508
304,265,48,327.695,327.695,3,0,108
266,253,32,313.647,227.064,1,0,1703
76,62,6,313.073,259.748,1,0,2246
207,127,32,351.204,289.851,1,0,1514
184,153,5,354.358,341.17,3,0,2798
225,223,17,397.649,386.755,3,0,3563
88,58,12,384.174,323.968,3,0,1254
214,181,73,573.1080000000002,526.95,0,2,812
187,173,12,304.759,222.764,1,0,570
438,367,51,407.68300000000005,385.321,3,0,2171
29,17,4,319.954,313.073,3,0,3431
98,69,6,432.913,394.495,3,0,3208
51,35,12,307.339,294.151,1,0,2186
359,255,43,354.931,313.36,3,0,3555
202,184,10,486.239,457.282,0,4,2451
15,15,0,363.532,316.514,3,0,2054
180,163,8,313.933,219.897,1,0,2240
529,475,64,556.766,508.601,0,0,3093
66,57,5,388.1880000000001,318.521,3,0,1752
90,75,53,404.24300000000005,370.986,3,0,929
120,93,8,409.977,399.369,3,0,2947
19,8,2,314.7940000000001,207.569,1,0,828
32,16,5,317.374,212.156,1,0,1212
15,9,0,347.764,275.516,1,0,2689
600,519,44,452.408,386.181,3,0,721
310,287,14,455.275,430.619,3,1,7
50,38,11,316.8,293.005,1,0,391
414,355,63,396.216,297.592,1,2,2407
283,259,18,308.773,288.704,1,0,1530
263,256,12,471.33,440.367,3,5,1924
37,27,6,347.477,342.603,3,0,3106
213,188,15,322.821,236.812,1,0,250
22,21,12,572.534,572.534,0,0,2313
636,538,79,536.984,456.995,0,36,2110
395,318,49,306.4790000000001,184.346,1,0,830
743,650,538,586.2959999999998,498.567,0,123,523
1196,1092,98,423.739,410.55,3,0,3398
404,348,50,472.19,465.596,0,6,3089
111,98,2,325.401,249.14,1,0,701
390,350,56,315.367,217.89,1,0,458
90,73,5,308.2,183.773,1,0,265
342,325,61,380.447,379.014,3,10,2061
67,49,0,316.514,185.206,1,7,584
1259,1177,420,485.952,455.849,0,15,1598
631,607,57,330.5619999999999,303.039,1,3,2711
107,85,17,346.33,346.33,3,2,981
85,82,8,403.67,403.67,3,0,3000
278,224,10,316.514,300.459,1,0,2029
535,452,222,355.791,355.791,3,56,442
273,223,52,372.706,362.385,3,0,2428
155,143,4,397.649,319.381,3,0,449
113,100,3,346.0440000000001,346.0440000000001,3,9,3098
230,191,46,305.046,233.372,1,0,919
76,54,0,308.2,224.771,1,0,516
45,38,3,316.514,280.103,1,0,2524
11,8,1,324.541,299.599,1,0,1749
529,443,12,316.514,219.61,1,8,794
102,82,3,329.415,293.291,1,0,596
689,633,30,547.592,532.683,0,0,384
1272,1192,483,580.849,504.014,0,4,2405
152,127,15,315.08,290.138,1,0,1376
533,504,55,530.677,502.867,0,15,2508
322,282,35,529.243,529.243,0,11,673
13,7,0,304.186,247.706,1,0,1696
32,20,3,347.19,321.101,3,0,2400
77,73,10,325.975,325.975,3,0,1080
553,527,33,428.326,428.326,3,0,3091
500,399,16,372.133,358.372,3,0,31
279,256,34,540.138,540.138,0,0,472
463,448,22,532.683,497.133,0,5,1503
1102,1003,683,594.323,551.8919999999998,0,0,679
1418,1364,107,647.649,621.846,2,11,3241
30,13,3,315.654,293.865,1,0,647
33,29,2,393.062,393.062,3,0,658
7,3,2,321.961,288.704,1,0,2476
642,574,106,458.429,385.894,3,27,2
94,64,0,324.255,292.144,1,0,3259
73,35,2,319.094,246.273,1,0,1237
435,396,51,514.908,467.89,0,0,137
27,18,2,317.374,299.599,1,0,3037
290,259,110,529.817,529.817,0,12,2187
984,916,102,341.74300000000005,323.108,3,9,188
138,113,15,304.759,202.982,1,0,703
338,296,40,426.892,426.892,3,0,1307
171,116,50,383.028,347.19,3,2,2429
153,143,2,355.505,345.47,3,0,1140
1076,857,62,498.28,465.883,0,6,2560
73,66,12,322.248,285.264,1,0,2030
613,573,42,625.86,625.86,2,0,1196
162,96,7,305.333,181.766,1,0,886
83,69,2,358.658,358.658,3,0,2116
1383,1342,60,557.339,500.573,0,14,3108
595,557,68,414.564,401.663,3,1,66
52,32,10,311.067,229.071,1,0,454
86,71,7,320.814,290.138,1,0,477
75,62,8,362.672,314.507,3,0,1736
135,111,2,315.367,190.08,1,0,2868
104,91,1,327.408,290.4240000000001,1,0,1900
46,40,36,370.413,349.771,3,0,1069
118,100,13,352.6380000000001,345.75699999999995,3,0,2361
340,333,6,508.888,508.888,0,0,772
159,144,28,457.282,457.282,0,0,319
94,64,29,368.693,326.548,3,0,1148
34,31,13,341.74300000000005,341.74300000000005,3,0,1141
17,16,9,409.977,403.096,3,0,3331
288,259,11,313.647,239.106,1,0,2915
369,357,67,399.656,388.1880000000001,3,2,59
762,648,25,317.661,285.55,1,0,33
148,132,6,512.615,464.163,0,0,1513
203,191,10,482.798,422.018,3,0,723
117,71,4,314.7940000000001,260.894,1,0,1381
35,32,13,572.534,569.381,0,0,3169
121,101,8,379.587,379.587,3,0,3477
106,93,13,413.704,394.209,3,0,3487
563,415,26,324.541,305.333,1,9,62
403,378,41,306.766,260.608,1,19,1918
4,2,0,329.415,329.415,3,0,3213
8,8,4,349.4840000000001,311.64,1,0,2465
347,303,50,335.436,320.814,3,0,3100
89,71,6,391.342,378.154,3,0,3130
35,30,8,470.18300000000005,461.869,0,0,1104
96,83,0,374.713,300.745,1,0,1289
114,95,11,315.08,238.819,1,0,121
397,374,39,306.193,164.851,1,4,3018
98,73,3,316.2270000000001,280.963,1,0,2215
1,0,0,304.186,304.186,1,0,1524
152,129,8,395.642,355.218,3,0,97
79,66,7,364.392,364.392,3,0,1067
467,426,20,340.8830000000001,320.814,3,0,16
241,185,141,538.7040000000002,512.328,0,3,893
9,5,1,307.626,265.482,1,0,734
30,27,0,340.596,282.97,1,0,2461
277,258,19,445.241,445.241,3,13,3243
276,200,25,559.92,460.436,0,20,1469
365,313,150,563.6469999999998,471.904,0,3,686
105,79,3,325.115,252.294,1,0,2257
568,541,83,439.22,439.22,3,7,2097
1072,900,114,429.759,329.9890000000001,3,0,2067
1115,1060,113,390.195,384.174,3,9,3429
49,33,2,304.186,266.915,1,0,2386
576,505,72,519.2090000000002,519.2090000000002,0,0,827
321,286,42,401.376,394.209,3,0,2436
1,0,0,313.073,313.073,3,0,1894
73,63,3,308.2,243.11900000000003,1,0,1875
375,282,76,436.067,382.167,3,10,1275
146,135,0,307.339,232.511,1,0,1070
359,313,49,413.131,381.307,3,0,743
268,255,8,447.2480000000001,402.236,3,0,1898
220,199,1,411.697,384.7480000000001,3,0,1433
318,286,20,304.186,191.514,1,0,3455
260,228,49,445.814,445.528,3,0,2589
713,674,39,560.493,511.755,0,62,3497
1029,933,360,633.314,568.807,0,108,3083
22,20,3,345.18300000000005,329.702,3,0,3517
88,66,0,340.8830000000001,282.11,1,0,698
179,177,4,362.099,347.477,3,0,1162
51,36,0,361.239,361.239,3,0,1701
329,291,39,469.037,460.722,0,0,3187
15,7,1,312.213,284.404,1,0,727
34,34,1,329.1280000000001,194.381,1,0,2709
387,297,84,352.351,318.2340000000001,3,22,1105
1,0,0,304.186,304.186,1,0,577
236,210,24,456.135,440.94,3,0,1364
75,70,7,470.757,464.163,0,5,1819
577,483,37,461.583,461.583,0,0,1661
115,104,14,304.186,182.913,1,0,2145
126,101,10,537.271,537.271,0,0,3314
84,74,1,315.654,264.048,1,0,3521
874,864,26,506.594,451.548,3,1,1798
96,79,1,377.58,377.58,3,0,3432
476,443,38,608.085,589.45,0,4,410
122,107,17,559.06,559.06,0,0,1818
36,29,1,341.74300000000005,321.961,3,0,124
97,83,6,311.927,263.475,1,0,1876
38,37,9,316.2270000000001,215.31,1,0,2136
314,292,19,336.296,287.271,1,0,1585
85,74,19,402.236,354.931,3,0,993
97,70,30,348.911,322.821,3,0,736
38,27,1,322.534,305.046,1,0,269
318,283,30,472.477,472.477,0,0,2870
273,247,45,440.367,392.202,3,0,1346
1949,1937,216,679.472,602.064,2,0,1106
7,5,0,329.702,324.541,3,0,2952
1079,963,40,555.906,520.069,0,2,3205
642,553,136,561.3530000000002,561.3530000000002,0,66,2909
510,442,81,487.099,466.17,0,0,899
145,134,12,304.759,181.479,1,0,3281
349,310,26,397.076,397.076,3,0,2471
902,817,324,499.713,496.273,0,40,371
102,82,18,352.064,352.064,3,0,2237
118,86,18,471.617,393.349,3,0,2899
186,146,10,311.927,261.755,1,0,768
110,96,15,314.7940000000001,143.922,1,0,443
25,13,0,311.927,194.667,1,0,2150
28,22,0,313.073,235.378,1,0,3470
17,13,1,319.094,284.69,1,0,656
917,811,129,544.151,442.087,3,24,1663
227,207,20,343.177,305.046,1,0,3257
837,777,19,427.466,367.833,3,8,1809
123,101,0,342.31699999999995,319.094,3,0,3226
896,879,248,801.319,801.319,2,17,2827
51,44,3,307.626,170.872,1,0,2898
1409,1307,202,426.319,417.718,3,3,2354
339,273,42,345.47,278.096,1,4,968
192,184,1,337.4430000000001,280.963,1,0,2686
684,630,60,510.608,456.995,0,32,1018
91,70,11,364.392,356.651,3,0,440
489,423,51,388.475,314.507,3,15,941
1,1,1,325.401,325.401,3,0,2288
145,140,2,326.548,307.339,1,0,509
141,132,10,384.461,383.601,3,0,283
24,14,4,317.087,244.266,1,0,3465
1530,1524,129,473.624,473.624,0,13,3358
221,195,16,309.06,256.594,1,0,3191
438,331,9,371.273,354.931,3,0,2462
169,153,20,473.05,473.05,0,4,65
78,73,0,322.248,286.697,1,0,810
213,203,1,489.392,482.511,0,0,2668
1167,962,41,453.555,444.381,3,1,2883
1779,1758,239,659.404,594.8969999999998,0,17,453
232,205,23,305.906,120.126,1,0,773
138,126,2,339.45,284.9770000000001,1,1,3305
143,106,20,317.374,188.36,1,0,3361
204,185,43,387.615,379.3,3,10,1128
178,154,21,486.525,454.702,3,3,1592
1371,1292,382,531.25,470.18300000000005,0,20,2574
500,439,230,468.463,448.681,3,0,722
220,202,16,307.626,257.741,1,0,1797
987,884,42,489.679,484.805,0,21,3227
169,140,29,315.94,268.349,1,0,1835
19,13,1,313.647,157.683,1,0,3424
60,45,2,369.839,340.023,3,0,1224
192,165,7,352.351,307.626,1,0,2716
473,418,281,440.654,440.654,3,12,1569
187,163,19,399.083,390.482,3,0,3124
97,75,5,319.094,319.094,3,0,2234
839,801,71,507.167,471.904,0,0,1409
385,332,66,393.635,368.406,3,0,2286
693,638,30,404.53,404.53,3,3,1467
801,754,193,702.982,651.089,2,63,519
571,502,153,646.502,646.502,2,24,511
136,125,12,328.555,172.305,1,0,1236
404,320,165,549.885,501.43300000000005,0,9,495
929,870,43,552.752,519.495,0,0,2708
886,823,66,400.80300000000005,379.014,3,0,1808
65,54,28,314.507,294.438,1,0,3211
313,306,16,540.711,470.47,0,0,53
208,164,17,312.5,145.356,1,0,113
100,87,42,307.339,220.757,1,2,1760
830,751,148,535.55,504.874,0,24,3334
173,152,32,346.33,308.773,1,0,2809
638,611,88,331.709,331.709,3,4,3360
142,126,6,310.206,227.351,1,0,950
307,264,37,360.378,360.378,3,0,621
280,259,27,442.661,433.773,3,2,1068
126,110,5,305.333,275.22900000000004,1,0,2095
277,231,13,502.867,502.867,0,0,638
30,18,5,311.067,244.553,1,0,1497
64,60,21,442.374,440.08,3,0,2841
3,2,30,325.688,325.688,3,0,3560
33,10,0,321.101,272.936,1,0,3031
429,393,19,305.906,279.817,1,0,575
346,325,4,400.516,368.693,3,6,2208
186,165,10,331.995,331.995,3,0,432
198,192,29,304.759,229.358,1,0,2649
49,31,2,348.624,310.78,1,0,1549
1415,1305,383,539.564,514.908,0,16,983
239,221,19,344.037,344.037,3,0,228
129,104,1,315.08,251.72,1,0,326
783,659,99,370.986,370.986,3,12,2933
777,776,153,585.722,574.5409999999998,0,105,1546
112,97,5,320.528,295.298,1,0,3004
51,44,10,375.573,360.952,3,2,3481
20,13,3,325.688,312.7870000000001,3,0,1353
112,95,11,416.858,403.67,3,0,1651
603,581,31,395.642,364.106,3,3,448
79,67,1,324.541,260.034,1,0,2754
18,9,5,305.046,239.392,1,0,1545
314,280,7,502.007,474.197,0,15,3025
24,22,0,431.479,394.782,3,0,2781
193,175,40,473.911,398.796,3,0,2448
37,24,9,342.03,315.367,3,0,2130
329,273,18,369.55300000000005,369.55300000000005,3,0,2697
223,212,23,436.64,436.64,3,0,3268
40,35,1,409.69,385.321,3,0,438
80,50,6,317.087,181.193,1,0,1858
5,3,0,304.186,304.186,1,0,1056
78,63,7,479.071,414.564,3,0,3310
2,1,0,315.94,315.94,3,0,428
42,32,3,312.213,239.106,1,0,393
171,156,2,338.876,314.507,3,0,2585
157,150,16,410.55,410.55,3,0,1455
416,384,160,480.791,477.638,0,39,2767
71,53,9,388.761,388.761,3,0,2364
98,86,2,436.067,381.307,3,0,1646
84,63,6,313.647,200.975,1,0,336
301,273,76,450.115,409.977,3,0,1691
265,222,46,457.856,434.06,3,0,3416
63,51,3,364.106,295.585,1,0,3029
171,154,55,463.876,410.837,3,0,2285
201,181,8,315.94,220.757,1,0,2710
1556,1384,238,503.44,445.241,3,2,1943
45,35,4,307.339,249.14,1,0,2801
299,285,12,454.128,436.353,3,4,3159
51,43,0,353.784,353.784,3,0,1263
96,81,4,396.789,358.372,3,0,3267
842,818,71,463.30300000000005,440.654,3,33,1432
45,39,2,352.064,346.617,3,0,1645
1558,1436,186,459.862,455.849,0,1,1727
124,110,22,365.539,337.7290000000001,3,0,1883
274,237,3,473.911,392.202,3,0,416
71,61,7,314.7940000000001,253.44,1,0,507
1282,1164,66,525.229,486.525,0,20,1976
177,160,15,327.695,327.695,3,0,878
627,585,82,554.472,550.172,0,49,1250
34,24,2,312.7870000000001,165.138,1,0,2958
330,280,6,327.408,285.837,1,0,2258
128,117,1,431.479,431.479,3,0,1986
77,57,17,308.486,133.314,1,0,194
813,723,91,375.287,362.959,3,3,728
134,115,27,505.734,492.259,0,0,781
203,171,23,363.245,336.296,3,1,1034
21,17,0,327.695,295.298,1,0,1286
129,118,8,450.115,420.011,3,3,2100
24,22,1,332.856,321.961,3,0,2133
345,303,53,326.835,239.966,1,6,1547
166,115,4,344.3230000000001,289.564,1,1,302
12,10,1,320.814,277.236,1,0,3261
164,129,5,313.073,296.158,1,0,3337
188,178,8,440.08,422.018,3,0,2453
16,10,0,313.073,285.264,1,0,2577
3,3,5,372.42,372.42,3,0,1211
425,388,180,510.321,510.321,0,22,2498
46,33,10,307.626,290.4240000000001,1,0,2173
42,41,29,506.881,506.881,0,0,1244
100,90,12,413.417,386.755,3,0,1644
291,236,33,338.30300000000005,338.30300000000005,3,0,2013
147,118,16,311.64,265.195,1,1,1351
178,149,9,424.599,411.984,3,12,140
485,434,52,490.539,485.092,0,69,3188
27,18,3,330.275,280.963,1,0,34
307,244,42,401.089,393.635,3,0,930
188,174,4,307.339,253.44,1,0,3325
310,276,42,314.7940000000001,231.078,1,0,3074
41,29,3,315.08,262.328,1,0,2245
422,355,17,328.842,305.046,1,0,505
111,105,0,313.647,313.647,3,0,1362
193,164,15,352.9240000000001,302.752,1,13,378
120,114,30,441.227,441.227,3,0,3048
527,487,34,357.225,332.569,3,71,3399
378,333,42,396.789,355.505,3,0,1719
702,629,128,401.089,389.048,3,0,2170
259,251,8,304.186,170.298,1,0,765
283,241,51,384.461,357.511,3,12,1227
1260,1140,94,461.583,434.346,3,19,1713
1273,1218,234,728.211,658.257,2,65,1443
55,39,5,331.135,284.117,1,0,2619
161,132,40,391.628,391.628,3,14,1339
50,44,7,343.177,229.358,1,0,669
250,235,4,396.789,394.782,3,0,3042
127,118,28,483.372,446.961,3,0,406
286,259,29,485.092,463.016,0,0,770
111,106,32,308.773,271.502,1,1,54
101,91,25,334.289,334.289,3,0,1229
81,67,12,306.193,164.851,1,0,2158
510,449,35,315.94,298.165,1,0,2347
928,888,229,654.243,610.952,2,45,44
363,293,11,307.339,260.034,1,0,2178
12,8,0,310.493,262.615,1,1,1333
17,14,3,309.06,288.704,1,0,1461
285,251,21,492.546,433.486,3,0,187
210,159,19,307.339,280.39,1,0,1868
33,24,2,323.108,239.106,1,0,204
18,15,4,317.661,307.626,1,0,1758
1185,1077,77,553.326,522.076,0,26,758
61,49,5,312.7870000000001,268.062,1,0,1927
221,212,73,434.92,434.92,3,1,2911
21,9,1,318.807,272.936,1,0,517
206,160,21,348.911,321.6740000000001,3,0,2652
3,2,0,361.525,361.525,3,0,2960
69,52,6,450.6880000000001,367.833,3,0,1587
898,841,53,592.317,577.982,0,3,1552
82,70,230,426.319,339.45,3,2,660
340,313,76,441.227,441.227,3,0,2559
198,174,20,390.482,373.28,3,1,1947
90,84,29,440.367,416.571,3,0,1121
257,217,13,416.284,397.649,3,29,3078
1,0,0,304.186,304.186,1,0,2317
380,305,8,382.454,342.31699999999995,3,1,644
1,0,0,304.186,304.186,1,0,1345
472,438,45,502.58,440.654,3,2,2235
66,62,3,503.727,462.443,0,0,2889
97,88,6,354.358,354.358,3,0,3411
853,818,46,317.374,315.367,3,0,471
60,56,5,307.339,214.45,1,5,2297
347,275,101,472.19,0.0,1,3,1412
345,319,79,505.161,505.161,0,0,198
202,164,24,352.6380000000001,313.647,3,1,2919
233,189,17,444.954,378.727,3,0,404
221,199,34,372.133,315.94,3,0,805
73,57,15,315.08,277.523,1,0,1629
638,585,191,715.883,643.349,2,116,2819
750,678,58,487.385,487.385,0,1,1152
755,745,68,585.436,576.548,0,1,423
32,22,3,308.486,264.622,1,0,906
1,1,0,314.507,314.507,3,0,808
126,112,1,317.947,276.663,1,0,1480
203,186,52,500.573,500.573,0,0,846
2068,1932,743,663.704,575.975,0,69,2692
154,125,9,386.755,385.894,3,0,2787
435,402,237,504.874,504.874,0,46,3425
1265,1144,1478,800.745,702.695,2,111,193
390,368,49,312.5,263.761,1,4,588
84,76,2,331.135,331.135,3,0,3548
38,30,2,324.828,293.865,1,0,2112
85,80,1,374.713,374.713,3,0,1548
66,44,33,460.149,392.489,3,0,2477
62,37,5,324.828,261.755,1,0,1100
38,24,2,332.569,243.693,1,3,2694
86,67,8,394.495,371.846,3,0,1243
1002,953,47,437.5,339.45,3,20,227
458,399,31,494.839,456.422,0,11,3222
650,613,35,591.743,561.927,0,11,2955
174,152,3,394.495,287.557,1,0,1824
258,218,23,323.968,258.028,1,0,2837
183,163,5,503.44,503.44,0,0,150
1251,1126,28,523.7959999999998,459.862,0,1,1776
87,84,8,497.133,497.133,0,0,148
432,407,31,472.477,467.89,0,0,1445
36,34,0,323.394,288.4170000000001,1,0,1654
85,73,6,308.2,243.693,1,1,306
930,864,81,413.131,385.321,3,4,173
114,110,10,457.569,457.569,0,1,1558
46,29,4,314.507,157.683,1,0,1742
374,353,146,469.61,469.037,0,4,2983
18,11,0,304.186,272.649,1,0,2241
32,27,1,318.521,297.305,1,0,2892
739,605,6,386.181,357.511,3,1,1116
